incident_id,severity_label,severity_score,area_load,available_teams,team_skill_match,historical_team_performance,citizen_trust_score,priority_level,assigned_team,suggested_resources
6193,High,0.9,0.21,2,0.81,0.77,0.63,P2,Team_A,Medium
6194,Low,0.3,0.66,1,0.75,0.62,0.56,P2,Team_C,Medium
6195,Low,0.3,0.59,2,0.85,0.63,0.76,P2,Team_A,Medium
6196,Low,0.3,0.7,1,0.34,0.8,0.56,P2,Team_C,Medium
6197,Medium,0.6,0.92,2,0.55,0.79,0.82,P2,Team_B,Medium
6198,Low,0.3,0.09,1,0.49,0.81,0.34,P3,Team_A,Low
6199,High,0.9,0.65,2,0.68,0.92,0.98,P1,Team_C,High
6200,High,0.9,0.67,1,0.69,0.66,0.59,P1,Team_C,High
6201,Medium,0.6,0.55,2,0.79,0.95,0.67,P2,Team_B,Medium
6202,High,0.9,0.72,4,0.9,0.84,0.71,P1,Team_C,High
6203,Low,0.3,0.4,1,0.8,0.55,0.49,P2,Team_A,Medium
6204,Low,0.3,0.32,4,0.93,0.93,0.67,P3,Team_C,Low
6205,High,0.9,0.49,4,0.55,0.84,0.78,P2,Team_C,Medium
6206,Medium,0.6,0.72,3,0.72,0.94,0.52,P2,Team_A,Medium
6207,Low,0.3,0.52,1,0.63,0.81,0.78,P2,Team_C,Medium
6208,Low,0.3,0.5,2,0.83,0.9,0.74,P2,Team_A,Medium
6209,Low,0.3,0.37,2,0.44,0.65,0.59,P3,Team_A,Low
6210,High,0.9,0.7,2,0.7,0.76,0.59,P1,Team_A,High
6211,High,0.9,0.59,2,0.8,0.25,0.42,P2,Team_B,Medium
6212,Medium,0.6,0.55,2,0.87,0.96,0.32,P2,Team_B,Medium
6213,High,0.9,0.63,2,0.83,0.67,0.92,P1,Team_C,High
6214,Low,0.3,0.49,2,0.99,0.61,0.38,P2,Team_B,Medium
6215,Low,0.3,0.53,2,0.38,0.66,0.54,P2,Team_B,Medium
6216,High,0.9,0.38,2,0.57,0.67,0.76,P2,Team_C,Medium
6217,Medium,0.6,0.61,2,0.82,0.81,0.37,P2,Team_A,Medium
6218,Low,0.3,0.65,3,0.5,0.61,0.78,P2,Team_B,Medium
6219,Medium,0.6,0.76,2,0.67,0.38,0.72,P2,Team_B,Medium
6220,High,0.9,0.5,3,0.79,0.97,0.72,P2,Team_C,Medium
6221,High,0.9,0.7,4,0.59,0.34,0.8,P1,Team_A,High
6222,Medium,0.6,0.7,3,0.85,0.89,0.89,P2,Team_C,Medium
6223,Low,0.3,0.59,4,0.78,0.79,0.57,P2,Team_B,Medium
6224,Medium,0.6,0.66,1,0.65,0.57,0.98,P2,Team_B,Medium
6225,Low,0.3,0.29,1,0.69,0.49,0.95,P3,Team_B,Low
6226,High,0.9,0.31,1,0.64,0.97,0.97,P2,Team_B,Medium
6227,Low,0.3,0.88,2,0.39,0.47,0.7,P2,Team_C,Medium
6228,Medium,0.6,0.56,1,0.59,0.63,0.67,P2,Team_B,Medium
6229,Low,0.3,0.35,1,0.59,0.92,0.56,P3,Team_B,Low
6230,High,0.9,0.51,4,0.38,0.37,0.35,P2,Team_B,Medium
6231,Low,0.3,0.09,3,0.41,0.46,0.81,P3,Team_A,Low
6232,High,0.9,0.57,2,0.74,0.61,0.55,P2,Team_B,Medium
6233,High,0.9,0.42,4,0.8,0.8,0.75,P2,Team_B,Medium
6234,High,0.9,0.84,4,0.57,0.97,0.79,P1,Team_A,High
6235,Low,0.3,0.78,2,0.93,0.58,0.88,P2,Team_C,Medium
6236,Low,0.3,0.47,4,0.59,0.56,0.85,P2,Team_C,Medium
6237,Medium,0.6,0.86,4,0.46,0.84,0.44,P2,Team_B,Medium
6238,High,0.9,0.41,4,0.88,0.84,0.95,P2,Team_B,Medium
6239,High,0.9,0.11,3,0.79,0.85,0.38,P2,Team_C,Medium
6240,High,0.9,0.37,1,0.7,0.76,0.53,P2,Team_B,Medium
6241,High,0.9,0.07,4,0.95,0.61,0.44,P2,Team_C,Medium
6242,Low,0.3,0.59,3,0.73,0.88,0.93,P2,Team_A,Medium
6243,Low,0.3,0.62,2,0.58,0.74,0.74,P2,Team_B,Medium
6244,Medium,0.6,0.17,1,0.9,0.53,0.56,P2,Team_C,Medium
6245,Medium,0.6,0.59,1,0.84,0.33,0.64,P2,Team_A,Medium
6246,Low,0.3,0.26,1,0.55,0.76,0.96,P3,Team_B,Low
6247,Low,0.3,0.56,1,0.71,0.66,0.43,P2,Team_A,Medium
6248,Low,0.3,0.46,3,0.89,0.87,0.76,P2,Team_C,Medium
6249,High,0.9,0.88,2,0.62,0.38,0.3,P1,Team_A,High
6250,Medium,0.6,0.36,3,0.51,0.75,0.69,P2,Team_C,Medium
6251,Low,0.3,0.77,1,0.74,0.48,0.67,P2,Team_B,Medium
6252,Low,0.3,0.43,4,0.74,0.6,0.57,P2,Team_C,Medium
6253,Medium,0.6,0.62,2,0.74,0.66,0.88,P2,Team_B,Medium
6254,Low,0.3,0.63,2,0.75,0.61,0.79,P2,Team_A,Medium
6255,Low,0.3,0.34,2,0.39,0.78,0.49,P3,Team_C,Low
6256,Low,0.3,0.37,2,0.87,0.81,0.97,P3,Team_A,Low
6257,High,0.9,0.2,4,0.87,0.75,0.65,P2,Team_C,Medium
6258,High,0.9,0.07,3,0.9,0.74,0.35,P2,Team_A,Medium
6259,Medium,0.6,0.03,3,0.6,0.46,0.55,P2,Team_C,Medium
6260,Low,0.3,0.26,2,0.68,0.65,0.6,P3,Team_C,Low
6261,High,0.9,0.26,1,0.72,0.47,0.93,P2,Team_A,Medium
6262,High,0.9,0.28,3,0.48,0.82,0.69,P2,Team_B,Medium
6263,Medium,0.6,0.74,1,0.86,0.52,0.82,P2,Team_C,Medium
6264,Medium,0.6,0.52,1,0.74,0.6,0.82,P2,Team_A,Medium
6265,Medium,0.6,0.92,4,0.41,0.73,0.83,P2,Team_A,Medium
6266,Low,0.3,0.17,1,0.77,0.65,0.71,P3,Team_A,Low
6267,Low,0.3,0.5,3,0.83,0.63,0.98,P2,Team_B,Medium
6268,Low,0.3,0.35,2,0.89,0.4,0.63,P3,Team_C,Low
6269,High,0.9,0.87,4,0.72,0.84,0.8,P1,Team_A,High
6270,Medium,0.6,0.66,2,0.7,0.36,0.9,P2,Team_B,Medium
6271,Medium,0.6,0.22,4,0.66,0.82,0.57,P2,Team_B,Medium
6272,Medium,0.6,0.25,2,0.75,0.6,0.35,P2,Team_B,Medium
6273,High,0.9,0.45,3,0.67,0.39,0.44,P2,Team_B,Medium
6274,Low,0.3,0.24,3,0.61,0.89,0.59,P3,Team_C,Low
6275,Medium,0.6,0.53,4,0.65,0.39,0.84,P2,Team_A,Medium
6276,High,0.9,0.65,4,0.78,0.51,0.66,P1,Team_C,High
6277,Medium,0.6,0.46,2,0.81,0.68,0.65,P2,Team_C,Medium
6278,Low,0.3,0.08,2,0.59,0.65,0.68,P3,Team_B,Low
6279,Low,0.3,0.74,3,0.91,0.57,0.74,P2,Team_A,Medium
6280,Medium,0.6,0.81,3,0.53,0.77,0.61,P2,Team_A,Medium
6281,High,0.9,0.39,1,0.84,0.64,0.82,P2,Team_C,Medium
6282,High,0.9,0.32,3,0.91,0.58,0.61,P2,Team_B,Medium
6283,High,0.9,0.42,3,0.96,0.63,0.67,P2,Team_C,Medium
6284,Medium,0.6,0.55,1,0.55,0.44,0.72,P2,Team_B,Medium
6285,Low,0.3,0.5,2,0.66,0.92,0.75,P2,Team_B,Medium
6286,Low,0.3,0.24,1,0.58,0.84,0.3,P3,Team_C,Low
6287,Medium,0.6,0.5,2,0.75,0.3,0.91,P2,Team_A,Medium
6288,Low,0.3,0.34,3,0.88,0.64,0.47,P3,Team_C,Low
6289,Low,0.3,0.41,2,0.66,0.78,0.97,P2,Team_B,Medium
6290,Low,0.3,0.89,2,0.83,0.95,0.44,P2,Team_A,Medium
6291,Medium,0.6,0.36,1,0.85,0.61,0.32,P2,Team_B,Medium
6292,Low,0.3,0.57,4,0.55,0.74,0.69,P2,Team_A,Medium
6293,Medium,0.6,0.81,4,0.87,0.81,0.71,P2,Team_B,Medium
6294,Medium,0.6,0.73,2,0.55,0.98,0.87,P2,Team_A,Medium
6295,Medium,0.6,0.12,2,0.56,0.68,0.96,P2,Team_C,Medium
6296,Medium,0.6,0.49,3,0.94,0.78,0.64,P2,Team_C,Medium
6297,High,0.9,0.56,3,0.57,0.24,0.73,P2,Team_B,Medium
6298,High,0.9,0.12,4,0.66,0.82,0.89,P2,Team_B,Medium
6299,Low,0.3,0.56,2,0.72,0.67,0.6,P2,Team_C,Medium
6300,Medium,0.6,0.68,1,0.9,0.83,0.8,P2,Team_B,Medium
6301,Low,0.3,0.4,3,0.85,0.84,0.65,P2,Team_A,Medium
6302,High,0.9,0.51,2,0.91,0.58,0.56,P2,Team_A,Medium
6303,Low,0.3,0.82,1,0.6,0.68,0.89,P2,Team_C,Medium
6304,Low,0.3,0.63,3,0.83,0.78,0.93,P2,Team_A,Medium
6305,Medium,0.6,0.41,1,0.71,0.71,0.45,P2,Team_C,Medium
6306,Medium,0.6,0.65,1,0.82,0.79,0.97,P2,Team_B,Medium
6307,Low,0.3,0.41,4,0.81,0.79,0.47,P2,Team_C,Medium
6308,High,0.9,0.17,4,0.43,0.91,0.34,P2,Team_C,Medium
6309,Low,0.3,0.23,4,0.93,0.83,0.87,P3,Team_C,Low
6310,Low,0.3,0.04,1,0.76,0.62,0.66,P3,Team_A,Low
6311,Low,0.3,0.33,4,0.53,0.94,0.82,P3,Team_C,Low
6312,Low,0.3,0.61,1,0.45,0.73,0.35,P2,Team_A,Medium
6313,High,0.9,0.76,4,0.56,0.88,0.43,P1,Team_B,High
6314,High,0.9,0.61,3,0.64,0.89,0.99,P1,Team_A,High
6315,Medium,0.6,0.85,1,0.69,0.54,0.88,P2,Team_B,Medium
6316,High,0.9,0.56,2,0.82,0.79,0.76,P2,Team_C,Medium
6317,Medium,0.6,0.39,2,0.71,0.45,0.49,P2,Team_B,Medium
6318,Medium,0.6,0.74,1,0.57,0.64,0.43,P2,Team_B,Medium
6319,Medium,0.6,0.28,2,0.5,0.94,0.4,P2,Team_B,Medium
6320,Medium,0.6,0.26,1,0.8,0.76,0.42,P2,Team_C,Medium
6321,Low,0.3,0.38,3,0.62,0.93,0.86,P3,Team_A,Low
6322,Low,0.3,0.08,2,0.68,0.55,0.57,P3,Team_B,Low
6323,High,0.9,0.82,3,0.85,0.69,0.42,P1,Team_B,High
6324,Medium,0.6,0.4,4,0.81,0.48,0.91,P2,Team_B,Medium
6325,Low,0.3,0.08,4,0.63,0.63,0.73,P3,Team_A,Low
6326,High,0.9,0.2,2,0.59,0.92,0.31,P2,Team_B,Medium
6327,Low,0.3,0.4,4,0.79,0.6,0.71,P2,Team_B,Medium
6328,Low,0.3,0.24,4,0.75,0.59,0.94,P3,Team_A,Low
6329,Medium,0.6,0.87,3,0.73,0.81,0.74,P2,Team_C,Medium
6330,Medium,0.6,0.64,1,0.94,0.91,0.84,P2,Team_B,Medium
6331,Medium,0.6,0.18,2,0.5,0.8,0.81,P2,Team_C,Medium
6332,Low,0.3,0.39,3,0.45,0.83,0.64,P3,Team_A,Low
6333,High,0.9,0.42,4,0.8,0.68,0.44,P2,Team_B,Medium
6334,High,0.9,0.48,2,0.66,0.81,0.78,P2,Team_C,Medium
6335,Medium,0.6,0.07,2,0.39,0.56,0.99,P2,Team_C,Medium
6336,Medium,0.6,0.61,4,0.63,0.43,0.48,P2,Team_B,Medium
6337,Medium,0.6,0.47,4,0.87,0.51,0.91,P2,Team_C,Medium
6338,Medium,0.6,0.12,2,0.91,0.84,0.82,P2,Team_B,Medium
6339,Low,0.3,0.26,1,0.51,0.32,0.75,P3,Team_A,Low
6340,Medium,0.6,0.65,1,0.89,0.83,0.98,P2,Team_A,Medium
6341,Medium,0.6,0.28,2,0.62,0.71,0.91,P2,Team_B,Medium
6342,Low,0.3,0.34,1,0.84,0.83,0.76,P3,Team_C,Low
6343,Medium,0.6,0.68,3,0.6,0.78,0.57,P2,Team_C,Medium
6344,Low,0.3,0.39,1,0.6,0.17,0.92,P3,Team_B,Low
6345,Medium,0.6,0.75,2,0.52,0.6,0.58,P2,Team_C,Medium
6346,High,0.9,0.23,1,0.81,0.46,0.7,P2,Team_B,Medium
6347,Low,0.3,0.04,3,0.97,0.94,0.36,P3,Team_C,Low
6348,High,0.9,0.77,1,0.54,0.36,0.36,P1,Team_A,High
6349,Medium,0.6,0.23,3,0.71,0.48,0.82,P2,Team_B,Medium
6350,Low,0.3,0.54,4,0.86,0.69,0.85,P2,Team_C,Medium
6351,High,0.9,0.28,3,0.18,0.64,0.55,P2,Team_B,Medium
6352,Low,0.3,0.62,4,0.86,0.5,0.71,P2,Team_A,Medium
6353,Low,0.3,0.43,1,0.46,0.8,0.89,P2,Team_C,Medium
6354,Low,0.3,0.58,2,0.88,0.58,0.81,P2,Team_A,Medium
6355,Low,0.3,0.61,3,0.66,0.34,0.51,P2,Team_B,Medium
6356,Low,0.3,0.51,4,0.86,0.51,0.61,P2,Team_B,Medium
6357,High,0.9,0.16,2,0.6,0.95,0.56,P2,Team_A,Medium
6358,Low,0.3,0.84,4,0.65,0.77,0.44,P2,Team_B,Medium
6359,Medium,0.6,0.75,4,0.78,0.83,0.58,P2,Team_A,Medium
6360,Low,0.3,0.89,1,0.69,0.53,0.93,P2,Team_B,Medium
6361,Medium,0.6,0.33,4,0.81,0.87,0.68,P2,Team_C,Medium
6362,High,0.9,0.72,1,0.55,0.74,0.35,P1,Team_C,High
6363,Low,0.3,0.47,1,0.92,0.85,0.97,P2,Team_B,Medium
6364,Low,0.3,0.68,2,0.79,0.84,0.67,P2,Team_A,Medium
6365,High,0.9,0.38,1,0.93,0.79,0.52,P2,Team_A,Medium
6366,High,0.9,0.58,4,0.68,0.91,0.87,P2,Team_C,Medium
6367,Low,0.3,0.71,2,0.97,0.76,0.48,P2,Team_C,Medium
6368,Low,0.3,0.32,4,0.96,0.36,0.38,P3,Team_C,Low
6369,High,0.9,0.55,1,0.91,0.59,0.54,P2,Team_C,Medium
6370,High,0.9,0.33,4,0.83,0.77,0.75,P2,Team_B,Medium
6371,Medium,0.6,0.17,1,0.77,0.97,0.39,P2,Team_B,Medium
6372,Low,0.3,0.58,2,0.63,0.22,0.71,P2,Team_B,Medium
6373,High,0.9,0.32,2,0.74,0.81,0.84,P2,Team_A,Medium
6374,Medium,0.6,0.19,4,0.77,0.6,0.58,P2,Team_B,Medium
6375,High,0.9,0.52,1,0.76,0.89,0.45,P2,Team_A,Medium
6376,High,0.9,0.36,1,0.39,0.76,0.54,P2,Team_C,Medium
6377,Medium,0.6,0.81,4,0.79,0.65,0.78,P2,Team_B,Medium
6378,Medium,0.6,0.65,1,0.63,0.78,0.75,P2,Team_A,Medium
6379,Medium,0.6,0.45,2,0.93,0.94,0.84,P2,Team_A,Medium
6380,High,0.9,0.89,1,0.79,0.39,0.91,P1,Team_C,High
6381,Medium,0.6,0.53,3,0.62,0.73,0.98,P2,Team_B,Medium
6382,Low,0.3,0.89,4,0.79,0.74,0.99,P2,Team_C,Medium
6383,High,0.9,0.51,1,0.39,0.68,0.51,P2,Team_A,Medium
6384,Medium,0.6,0.74,2,0.57,0.59,0.5,P2,Team_C,Medium
6385,Low,0.3,0.67,4,0.73,0.66,0.6,P2,Team_C,Medium
6386,Low,0.3,0.39,3,0.87,0.93,0.39,P3,Team_B,Low
6387,Low,0.3,0.86,4,0.68,0.6,0.82,P2,Team_A,Medium
6388,High,0.9,0.93,4,0.8,0.7,0.62,P1,Team_C,High
6389,Low,0.3,0.43,4,0.79,0.77,0.57,P2,Team_A,Medium
6390,Medium,0.6,0.66,1,0.38,0.77,0.76,P2,Team_B,Medium
6391,High,0.9,0.37,4,0.56,0.32,0.91,P2,Team_B,Medium
6392,High,0.9,0.82,4,0.96,0.72,0.63,P1,Team_B,High
6393,Medium,0.6,0.26,2,0.91,0.49,0.42,P2,Team_B,Medium
6394,Medium,0.6,0.63,4,0.76,0.92,0.45,P2,Team_C,Medium
6395,Medium,0.6,0.24,2,0.86,0.92,0.33,P2,Team_B,Medium
6396,Medium,0.6,0.63,4,0.98,0.81,0.75,P2,Team_A,Medium
6397,Low,0.3,0.41,2,0.86,0.82,0.71,P2,Team_A,Medium
6398,High,0.9,0.48,4,0.72,0.75,0.92,P2,Team_A,Medium
6399,Low,0.3,0.2,3,0.59,0.92,0.89,P3,Team_B,Low
6400,Medium,0.6,0.21,4,0.85,0.89,0.54,P2,Team_C,Medium
6401,Medium,0.6,0.62,2,0.42,0.49,0.72,P2,Team_C,Medium
6402,Low,0.3,0.28,2,0.57,0.27,0.82,P3,Team_B,Low
6403,Low,0.3,0.91,3,0.63,0.87,0.46,P2,Team_B,Medium
6404,High,0.9,0.61,3,0.56,0.85,0.88,P1,Team_C,High
6405,Medium,0.6,0.78,2,0.7,0.77,0.98,P2,Team_A,Medium
6406,Medium,0.6,0.6,1,0.82,0.53,0.69,P2,Team_C,Medium
6407,High,0.9,0.49,2,0.84,0.77,0.56,P2,Team_B,Medium
6408,Low,0.3,0.78,4,0.86,0.56,0.64,P2,Team_A,Medium
6409,Medium,0.6,0.06,2,0.75,0.56,0.59,P2,Team_B,Medium
6410,Low,0.3,0.79,2,0.73,0.87,0.75,P2,Team_A,Medium
6411,Low,0.3,0.48,1,0.53,0.75,0.65,P2,Team_B,Medium
6412,Medium,0.6,0.51,4,0.64,0.82,0.78,P2,Team_B,Medium
6413,Medium,0.6,0.6,3,0.5,0.67,0.52,P2,Team_C,Medium
6414,Medium,0.6,0.39,1,0.89,0.87,0.46,P2,Team_C,Medium
6415,Low,0.3,0.67,1,0.89,0.7,0.77,P2,Team_B,Medium
6416,High,0.9,0.7,2,0.82,0.74,0.46,P1,Team_B,High
6417,Medium,0.6,0.17,4,0.6,0.93,0.85,P2,Team_A,Medium
6418,Low,0.3,0.61,4,0.82,0.72,0.41,P2,Team_A,Medium
6419,High,0.9,0.62,4,0.8,0.87,0.86,P1,Team_A,High
6420,Low,0.3,0.57,3,0.74,0.56,0.4,P2,Team_A,Medium
6421,Medium,0.6,0.16,4,0.88,0.95,0.41,P2,Team_A,Medium
6422,Medium,0.6,0.22,4,0.52,0.74,0.45,P2,Team_B,Medium
6423,Medium,0.6,0.67,2,0.73,0.82,0.61,P2,Team_A,Medium
6424,Medium,0.6,0.6,3,0.65,0.63,0.56,P2,Team_A,Medium
6425,High,0.9,0.17,3,0.69,0.53,0.78,P2,Team_C,Medium
6426,High,0.9,0.09,3,0.89,0.72,0.53,P2,Team_B,Medium
6427,Medium,0.6,0.88,3,0.62,0.49,0.77,P2,Team_A,Medium
6428,Medium,0.6,0.24,3,0.93,0.69,0.79,P2,Team_C,Medium
6429,Low,0.3,0.07,4,0.29,0.67,0.49,P3,Team_A,Low
6430,Medium,0.6,0.84,3,0.81,0.88,0.84,P2,Team_A,Medium
6431,Medium,0.6,0.32,4,0.93,0.89,0.57,P2,Team_C,Medium
6432,Low,0.3,0.31,1,0.48,0.55,0.35,P3,Team_C,Low
6433,Low,0.3,0.55,1,0.56,0.44,0.39,P2,Team_B,Medium
6434,Low,0.3,0.39,2,0.58,0.46,0.94,P3,Team_B,Low
6435,Low,0.3,0.46,4,0.81,0.9,0.8,P2,Team_C,Medium
6436,High,0.9,0.46,4,0.62,0.79,0.78,P2,Team_A,Medium
6437,Low,0.3,0.37,1,0.87,0.71,0.41,P3,Team_B,Low
6438,Low,0.3,0.54,1,0.83,0.75,0.46,P2,Team_C,Medium
6439,Medium,0.6,0.55,3,0.56,0.93,0.85,P2,Team_C,Medium
6440,Low,0.3,0.63,1,0.75,0.66,0.35,P2,Team_A,Medium
6441,Low,0.3,0.61,4,0.69,0.92,0.6,P2,Team_B,Medium
6442,Medium,0.6,0.29,1,0.9,0.68,0.91,P2,Team_B,Medium
6443,Medium,0.6,0.55,2,0.76,0.71,0.31,P2,Team_A,Medium
6444,Low,0.3,0.45,3,0.77,0.4,0.49,P2,Team_A,Medium
6445,Low,0.3,0.88,1,0.73,0.63,0.94,P2,Team_A,Medium
6446,Low,0.3,0.14,1,0.53,0.19,0.55,P3,Team_B,Low
6447,Low,0.3,0.22,2,0.92,0.75,0.78,P3,Team_C,Low
6448,High,0.9,0.49,4,0.75,0.79,0.57,P2,Team_C,Medium
6449,Medium,0.6,0.26,2,0.77,0.17,0.91,P2,Team_B,Medium
6450,Low,0.3,0.1,2,0.55,0.83,0.65,P3,Team_B,Low
6451,Low,0.3,0.08,4,0.4,0.76,0.89,P3,Team_C,Low
6452,Medium,0.6,0.41,4,0.82,0.6,0.65,P2,Team_B,Medium
6453,Low,0.3,0.37,1,0.94,0.88,0.69,P3,Team_B,Low
6454,Low,0.3,0.71,2,0.84,0.78,0.55,P2,Team_C,Medium
6455,Medium,0.6,0.34,4,0.84,0.49,0.45,P2,Team_B,Medium
6456,High,0.9,0.29,2,0.51,0.31,0.96,P2,Team_C,Medium
6457,Low,0.3,0.75,4,0.63,0.65,0.99,P2,Team_C,Medium
6458,Low,0.3,0.82,1,0.83,0.61,0.6,P2,Team_A,Medium
6459,High,0.9,0.31,4,0.82,0.96,0.62,P2,Team_C,Medium
6460,Low,0.3,0.48,3,0.31,0.83,0.75,P2,Team_A,Medium
6461,High,0.9,0.51,4,0.62,0.86,0.94,P2,Team_B,Medium
6462,Low,0.3,0.33,1,0.81,0.32,0.37,P3,Team_A,Low
6463,Medium,0.6,0.46,2,0.76,0.83,0.33,P2,Team_A,Medium
6464,High,0.9,0.37,4,0.82,0.91,0.34,P2,Team_A,Medium
6465,Medium,0.6,0.33,3,0.74,0.89,0.58,P2,Team_C,Medium
6466,Medium,0.6,0.43,3,0.4,0.61,0.77,P2,Team_A,Medium
6467,Low,0.3,0.46,2,0.9,0.81,0.96,P2,Team_B,Medium
6468,Low,0.3,0.24,1,0.59,0.59,0.54,P3,Team_B,Low
6469,High,0.9,0.69,2,0.51,0.85,0.96,P1,Team_C,High
6470,Medium,0.6,0.64,2,0.66,0.51,0.61,P2,Team_B,Medium
6471,High,0.9,0.86,2,0.53,0.62,0.42,P1,Team_B,High
6472,Medium,0.6,0.57,4,0.65,0.61,0.96,P2,Team_B,Medium
6473,Medium,0.6,0.37,1,0.8,0.87,0.79,P2,Team_C,Medium
6474,Medium,0.6,0.16,1,0.66,0.93,0.32,P2,Team_B,Medium
6475,Medium,0.6,0.65,2,0.79,0.83,0.44,P2,Team_C,Medium
6476,Low,0.3,0.32,1,0.73,0.74,0.54,P3,Team_B,Low
6477,High,0.9,0.49,3,0.62,0.63,0.92,P2,Team_A,Medium
6478,High,0.9,0.78,1,0.58,0.69,0.39,P1,Team_C,High
6479,High,0.9,0.63,2,0.46,0.76,0.5,P1,Team_B,High
6480,High,0.9,0.46,1,0.93,0.71,0.77,P2,Team_A,Medium
6481,High,0.9,0.84,4,0.5,0.89,0.72,P1,Team_C,High
6482,Medium,0.6,0.2,1,0.69,0.44,0.47,P2,Team_A,Medium
6483,Medium,0.6,0.84,1,0.93,0.44,0.74,P2,Team_C,Medium
6484,Medium,0.6,0.77,4,0.39,0.71,0.69,P2,Team_C,Medium
6485,High,0.9,0.36,4,0.47,0.58,0.62,P2,Team_C,Medium
6486,Low,0.3,0.42,3,0.78,0.91,0.65,P2,Team_A,Medium
6487,Medium,0.6,0.48,3,0.89,0.83,0.64,P2,Team_A,Medium
6488,High,0.9,0.66,3,0.85,0.42,0.82,P1,Team_A,High
6489,High,0.9,0.3,1,0.65,0.36,0.43,P2,Team_C,Medium
6490,Low,0.3,0.86,3,0.87,0.9,0.53,P2,Team_C,Medium
6491,Medium,0.6,0.24,1,0.69,0.76,0.35,P2,Team_C,Medium
6492,Medium,0.6,0.56,2,0.43,0.47,0.42,P2,Team_B,Medium
6493,Medium,0.6,0.59,4,0.9,0.82,0.6,P2,Team_B,Medium
6494,Medium,0.6,0.65,1,0.78,0.96,0.78,P2,Team_C,Medium
6495,Medium,0.6,0.19,4,0.92,0.73,0.65,P2,Team_B,Medium
6496,Low,0.3,0.78,1,0.77,0.85,0.64,P2,Team_C,Medium
6497,High,0.9,0.68,1,0.56,0.53,0.36,P1,Team_B,High
6498,Low,0.3,0.72,1,0.5,0.6,0.54,P2,Team_A,Medium
6499,Medium,0.6,0.52,2,0.59,0.98,0.73,P2,Team_B,Medium
6500,Low,0.3,0.29,3,0.52,0.82,0.42,P3,Team_B,Low
6501,Low,0.3,0.24,2,0.55,0.88,0.62,P3,Team_C,Low
6502,High,0.9,0.16,1,0.82,0.98,0.6,P2,Team_C,Medium
6503,Low,0.3,0.4,1,0.57,0.56,0.81,P2,Team_A,Medium
6504,Low,0.3,0.71,1,0.91,0.66,0.63,P2,Team_B,Medium
6505,Low,0.3,0.93,1,0.86,0.8,0.57,P2,Team_C,Medium
6506,High,0.9,0.51,4,0.92,0.92,0.65,P2,Team_B,Medium
6507,Medium,0.6,0.72,4,0.68,0.83,0.41,P2,Team_C,Medium
6508,Low,0.3,0.24,1,0.59,0.62,0.99,P3,Team_A,Low
6509,Medium,0.6,0.35,3,0.74,0.69,0.61,P2,Team_A,Medium
6510,High,0.9,0.5,3,0.87,0.53,0.32,P2,Team_B,Medium
6511,Medium,0.6,0.51,2,0.97,0.27,0.68,P2,Team_A,Medium
6512,Low,0.3,0.64,4,0.95,0.37,0.81,P2,Team_A,Medium
6513,Medium,0.6,0.55,1,0.76,0.81,0.69,P2,Team_B,Medium
6514,High,0.9,0.73,2,0.77,0.86,0.81,P1,Team_C,High
6515,Medium,0.6,0.7,3,0.81,0.65,0.86,P2,Team_C,Medium
6516,Low,0.3,0.33,2,0.86,0.7,0.55,P3,Team_B,Low
6517,Medium,0.6,0.29,2,0.51,0.62,0.37,P2,Team_B,Medium
6518,Low,0.3,0.56,3,0.75,0.66,0.6,P2,Team_C,Medium
6519,Low,0.3,0.78,4,0.5,0.75,0.75,P2,Team_C,Medium
6520,Medium,0.6,0.71,2,0.87,0.71,0.32,P2,Team_B,Medium
6521,High,0.9,0.49,3,0.74,0.69,0.96,P2,Team_B,Medium
6522,Medium,0.6,0.17,4,0.75,0.86,0.62,P2,Team_A,Medium
6523,Medium,0.6,0.3,2,0.63,0.55,0.61,P2,Team_C,Medium
6524,Medium,0.6,0.37,3,0.88,0.75,0.4,P2,Team_A,Medium
6525,High,0.9,0.59,3,0.81,0.42,0.73,P2,Team_A,Medium
6526,Low,0.3,0.24,2,0.61,0.38,0.82,P3,Team_B,Low
6527,High,0.9,0.29,4,0.68,0.39,0.4,P2,Team_B,Medium
6528,Low,0.3,0.37,4,0.62,0.69,0.97,P3,Team_B,Low
6529,Low,0.3,0.22,3,0.77,0.42,0.77,P3,Team_C,Low
6530,Medium,0.6,0.3,4,0.91,0.57,0.42,P2,Team_C,Medium
6531,High,0.9,0.68,1,0.6,0.83,0.82,P1,Team_B,High
6532,Low,0.3,0.2,2,0.68,0.9,0.77,P3,Team_A,Low
6533,High,0.9,0.79,2,0.26,0.76,0.75,P1,Team_A,High
6534,Medium,0.6,0.62,1,0.57,0.74,0.63,P2,Team_C,Medium
6535,Medium,0.6,0.91,3,0.81,0.8,0.66,P2,Team_B,Medium
6536,High,0.9,0.29,1,0.72,0.9,0.55,P2,Team_C,Medium
6537,Medium,0.6,0.47,2,0.5,0.92,0.96,P2,Team_B,Medium
6538,High,0.9,0.56,2,0.9,0.33,0.65,P2,Team_C,Medium
6539,High,0.9,0.31,1,0.49,0.71,0.61,P2,Team_C,Medium
6540,High,0.9,0.9,1,0.98,0.27,0.85,P1,Team_B,High
6541,Low,0.3,0.37,4,0.59,0.33,0.69,P3,Team_A,Low
6542,Low,0.3,0.16,1,0.7,0.59,0.61,P3,Team_A,Low
