incident_id,severity_label,severity_score,area_load,available_teams,team_skill_match,historical_team_performance,citizen_trust_score,reports_nearby_1h,priority_score,priority_level,assigned_team,suggested_resources,resources_count
5565,High,0.9,0.51,1,0.84,0.83,0.47,5,0.685,P1,Team_A,High,4
5566,Medium,0.6,0.83,4,0.67,0.17,0.75,1,0.607,P2,Team_C,Medium,3
5567,Low,0.3,0.72,2,0.83,0.8,0.95,1,0.189,P3,Team_B,Low,1
5568,Medium,0.6,0.46,4,0.88,0.94,0.85,3,0.611,P2,Team_B,Medium,3
5569,Low,0.3,0.77,3,0.72,0.9,0.91,3,0.314,P3,Team_C,Low,1
5570,High,0.9,0.38,3,0.58,0.62,0.57,1,0.561,P2,Team_C,Medium,2
5571,High,0.9,0.38,3,0.9,0.87,0.74,3,0.579,P2,Team_A,Medium,3
5572,Medium,0.6,0.94,1,0.6,0.64,0.51,2,0.644,P2,Team_A,Medium,2
5573,Medium,0.6,0.69,4,0.76,0.42,0.78,3,0.565,P2,Team_C,Medium,2
5574,Medium,0.6,0.73,2,0.58,0.68,0.65,5,0.537,P2,Team_C,Medium,3
5575,Medium,0.6,0.5,3,0.68,0.17,0.54,2,0.524,P2,Team_A,Medium,2
5576,High,0.9,0.77,1,0.92,0.46,0.98,3,0.644,P2,Team_A,Medium,3
5577,Low,0.3,0.85,4,0.84,0.74,0.4,3,0.371,P3,Team_B,Low,1
5578,Medium,0.6,0.83,1,0.95,0.86,0.31,3,0.659,P1,Team_B,High,4
5579,Low,0.3,0.35,1,0.72,0.48,0.9,1,0.359,P3,Team_B,Low,1
5580,High,0.9,0.59,2,0.84,0.78,0.42,7,0.733,P1,Team_A,High,4
5581,Low,0.3,0.11,3,0.89,0.17,0.48,2,0.367,P3,Team_B,Low,1
5582,Medium,0.6,0.07,3,0.79,0.61,0.89,2,0.426,P2,Team_A,Medium,3
5583,Low,0.3,0.61,2,0.68,0.86,0.58,2,0.389,P3,Team_C,Low,1
5584,Low,0.3,0.12,1,0.89,0.5,0.35,4,0.289,P3,Team_C,Low,1
5585,Medium,0.6,0.34,3,0.63,0.96,0.5,1,0.446,P2,Team_B,Medium,2
5586,Low,0.3,0.1,3,0.72,0.88,0.58,0,0.225,P3,Team_C,Low,1
5587,Low,0.3,0.66,3,0.71,0.52,0.81,5,0.428,P2,Team_C,Medium,3
5588,Medium,0.6,0.42,2,0.78,0.67,0.72,2,0.464,P2,Team_C,Medium,3
5589,Low,0.3,0.25,1,0.43,0.67,0.49,1,0.35,P3,Team_C,Low,1
5590,High,0.9,0.24,1,0.95,0.53,0.67,3,0.615,P2,Team_A,Medium,2
5591,High,0.9,0.31,3,0.89,0.88,0.43,2,0.638,P2,Team_A,Medium,2
5592,High,0.9,0.51,4,0.48,0.47,0.99,5,0.675,P1,Team_C,High,5
5593,Low,0.3,0.39,1,0.6,0.53,0.87,4,0.304,P3,Team_B,Low,1
5594,Low,0.3,0.2,1,0.57,0.72,0.79,3,0.217,P3,Team_B,Low,1
5595,Low,0.3,0.36,4,0.74,0.52,0.55,1,0.35,P3,Team_C,Low,1
5596,Medium,0.6,0.45,2,0.49,0.4,0.7,6,0.6,P2,Team_A,Medium,3
5597,Low,0.3,0.22,1,0.72,0.75,0.68,3,0.259,P3,Team_C,Low,1
5598,High,0.9,0.48,4,0.72,0.65,0.98,0,0.619,P2,Team_C,Medium,2
5599,Medium,0.6,0.49,1,0.78,0.72,0.31,3,0.435,P2,Team_C,Medium,2
5600,High,0.9,0.33,1,0.61,0.57,0.54,2,0.632,P2,Team_C,Medium,3
5601,High,0.9,0.41,2,0.77,0.44,0.99,3,0.592,P2,Team_C,Medium,3
5602,Low,0.3,0.5,2,0.72,0.95,0.8,2,0.297,P3,Team_B,Low,1
5603,High,0.9,0.19,1,0.47,0.69,1.0,0,0.536,P2,Team_C,Medium,3
5604,Low,0.3,0.35,3,0.7,0.41,0.58,5,0.357,P3,Team_B,Low,1
5605,Medium,0.6,0.51,1,0.71,0.7,0.61,1,0.495,P2,Team_C,Medium,3
5606,Medium,0.6,0.22,4,0.75,0.96,0.62,5,0.449,P2,Team_B,Medium,3
5607,Medium,0.6,0.46,4,0.88,0.79,1.0,0,0.473,P2,Team_B,Medium,2
5608,Medium,0.6,0.61,4,0.79,0.68,0.77,3,0.599,P2,Team_C,Medium,2
5609,Low,0.3,0.45,1,0.7,0.66,0.98,1,0.323,P3,Team_C,Low,1
5610,Medium,0.6,0.69,2,0.86,0.57,0.42,6,0.527,P2,Team_C,Medium,2
5611,Low,0.3,0.78,3,0.74,0.7,0.58,2,0.398,P3,Team_C,Low,1
5612,Medium,0.6,0.38,4,0.85,0.92,0.75,2,0.483,P2,Team_B,Medium,3
5613,Medium,0.6,0.45,4,0.57,0.91,0.5,5,0.442,P2,Team_B,Medium,3
5614,Low,0.3,0.39,1,0.56,0.56,0.74,3,0.318,P3,Team_B,Low,1
5615,Medium,0.6,0.8,1,0.5,0.39,0.66,5,0.517,P2,Team_C,Medium,3
5616,Medium,0.6,0.85,4,0.63,0.49,0.68,3,0.517,P2,Team_C,Medium,2
5617,Medium,0.6,0.74,4,0.59,0.9,0.65,5,0.519,P2,Team_B,Medium,3
5618,Low,0.3,0.71,1,0.43,0.83,0.48,3,0.386,P3,Team_B,Low,1
5619,Medium,0.6,0.3,2,0.76,0.64,0.65,4,0.527,P2,Team_A,Medium,3
5620,Low,0.3,0.36,3,0.81,0.73,0.36,4,0.339,P3,Team_B,Low,1
5621,Low,0.3,0.66,1,0.79,0.88,0.5,6,0.356,P3,Team_C,Low,1
5622,Medium,0.6,0.84,4,0.33,0.75,0.59,1,0.517,P2,Team_B,Medium,3
5623,Low,0.3,0.3,3,0.83,0.38,0.78,3,0.356,P3,Team_C,Low,1
5624,Low,0.3,0.86,3,0.87,0.65,0.37,3,0.398,P3,Team_B,Low,1
5625,Medium,0.6,0.45,3,0.93,0.7,0.95,2,0.482,P2,Team_C,Medium,2
5626,Medium,0.6,0.73,3,0.38,0.86,0.47,4,0.493,P2,Team_B,Medium,2
5627,Medium,0.6,0.58,3,0.8,0.51,0.86,2,0.499,P2,Team_A,Medium,3
5628,Medium,0.6,0.24,4,0.67,0.9,0.51,2,0.394,P3,Team_B,Low,1
5629,Low,0.3,0.55,1,0.76,0.86,0.62,7,0.417,P3,Team_B,Low,1
5630,High,0.9,0.21,3,0.89,0.73,0.81,2,0.58,P2,Team_A,Medium,3
5631,High,0.9,0.4,3,0.59,0.36,0.56,4,0.756,P1,Team_C,High,4
5632,High,0.9,0.28,4,0.87,0.74,0.9,3,0.604,P2,Team_A,Medium,3
5633,High,0.9,0.57,1,0.69,0.73,0.72,3,0.611,P2,Team_B,Medium,3
5634,Low,0.3,0.57,2,0.68,0.92,0.82,5,0.283,P3,Team_C,Low,1
5635,High,0.9,0.41,2,0.54,0.9,0.61,4,0.593,P2,Team_B,Medium,2
5636,Low,0.3,0.14,4,0.82,0.89,0.55,3,0.287,P3,Team_B,Low,1
5637,High,0.9,0.45,1,0.72,0.94,0.94,4,0.642,P2,Team_B,Medium,3
5638,Medium,0.6,0.57,1,0.84,0.41,0.5,2,0.493,P2,Team_A,Medium,2
5639,Medium,0.6,0.67,2,0.77,0.72,0.94,3,0.48,P2,Team_C,Medium,2
5640,Low,0.3,0.33,2,0.9,0.7,0.33,2,0.331,P3,Team_C,Low,1
5641,Medium,0.6,0.29,4,0.74,0.6,0.82,4,0.482,P2,Team_C,Medium,3
5642,Medium,0.6,0.34,3,0.74,0.86,0.5,4,0.575,P2,Team_B,Medium,3
5643,Medium,0.6,0.49,2,0.82,0.37,0.87,1,0.405,P3,Team_C,Low,1
5644,Low,0.3,0.21,4,0.82,0.6,0.47,4,0.398,P3,Team_C,Low,1
5645,Low,0.3,0.22,4,0.89,0.7,0.54,4,0.295,P3,Team_C,Low,1
5646,Low,0.3,0.53,3,0.48,0.71,0.63,5,0.307,P3,Team_B,Low,1
5647,High,0.9,0.39,4,0.86,0.89,0.57,5,0.686,P1,Team_A,High,5
5648,Medium,0.6,0.68,2,0.81,0.63,0.73,2,0.441,P2,Team_A,Medium,2
5649,Medium,0.6,0.14,4,0.76,0.87,0.92,2,0.464,P2,Team_B,Medium,2
5650,High,0.9,0.42,1,0.77,0.81,0.47,6,0.697,P1,Team_B,High,4
5651,Medium,0.6,0.85,4,0.87,0.69,0.33,3,0.665,P1,Team_A,High,5
5652,Low,0.3,0.49,1,0.89,0.35,0.92,3,0.376,P3,Team_C,Low,1
5653,Medium,0.6,0.7,2,0.4,0.42,0.32,1,0.544,P2,Team_A,Medium,2
5654,High,0.9,0.85,4,0.76,0.6,0.96,0,0.818,P1,Team_C,High,4
5655,Medium,0.6,0.4,4,0.92,0.42,0.63,6,0.469,P2,Team_A,Medium,2
5656,Medium,0.6,0.21,4,0.85,0.39,0.49,1,0.51,P2,Team_C,Medium,3
5657,Medium,0.6,0.59,4,0.55,0.51,0.69,0,0.53,P2,Team_C,Medium,2
5658,High,0.9,0.45,2,0.56,0.83,0.8,1,0.59,P2,Team_B,Medium,2
5659,Medium,0.6,0.16,3,0.81,0.96,0.93,4,0.365,P3,Team_B,Low,1
5660,High,0.9,0.13,2,0.8,0.85,0.79,2,0.491,P2,Team_A,Medium,3
5661,Medium,0.6,0.31,4,0.81,0.7,0.45,2,0.455,P2,Team_C,Medium,3
5662,High,0.9,0.79,2,0.87,0.51,0.4,3,0.822,P1,Team_A,High,4
5663,High,0.9,0.26,4,0.62,0.6,0.86,3,0.531,P2,Team_C,Medium,3
5664,Low,0.3,0.8,3,0.85,0.81,0.37,2,0.461,P2,Team_C,Medium,3
5665,Low,0.3,0.5,4,0.79,0.33,0.59,3,0.37,P3,Team_B,Low,1
5666,Medium,0.6,0.4,4,0.66,0.78,0.89,4,0.535,P2,Team_B,Medium,2
5667,Medium,0.6,0.72,4,0.62,0.91,0.7,3,0.507,P2,Team_B,Medium,2
5668,Low,0.3,0.55,1,0.83,0.33,0.39,5,0.475,P2,Team_B,Medium,3
5669,Low,0.3,0.75,3,0.45,0.53,0.4,2,0.43,P2,Team_C,Medium,2
5670,Medium,0.6,0.61,2,0.81,0.69,0.48,2,0.502,P2,Team_C,Medium,2
5671,Low,0.3,0.68,1,0.47,0.93,0.59,1,0.358,P3,Team_B,Low,1
5672,High,0.9,0.63,2,0.77,0.65,0.78,2,0.69,P1,Team_C,High,4
5673,Low,0.3,0.2,1,0.88,0.76,0.66,3,0.157,P3,Team_C,Low,1
5674,Low,0.3,0.45,1,0.77,0.89,0.63,6,0.274,P3,Team_B,Low,1
5675,High,0.9,0.82,3,0.92,0.8,0.88,3,0.686,P1,Team_A,High,5
5676,High,0.9,0.57,2,0.31,0.88,0.84,4,0.72,P1,Team_B,High,5
5677,Low,0.3,0.04,4,0.54,0.58,0.87,2,0.278,P3,Team_B,Low,1
5678,Low,0.3,0.71,2,0.71,0.74,0.64,2,0.304,P3,Team_C,Low,1
5679,Medium,0.6,0.44,1,0.5,0.89,0.56,3,0.499,P2,Team_B,Medium,2
5680,Low,0.3,0.85,3,0.75,0.6,0.87,5,0.529,P2,Team_B,Medium,3
5681,Low,0.3,0.82,1,0.61,0.83,0.32,1,0.416,P3,Team_C,Low,1
5682,Medium,0.6,0.45,1,0.65,0.5,0.97,5,0.449,P2,Team_C,Medium,2
5683,High,0.9,0.75,4,0.88,0.47,0.3,2,0.785,P1,Team_A,High,5
5684,High,0.9,0.81,4,0.73,0.83,0.33,2,0.732,P1,Team_B,High,6
5685,High,0.9,0.29,3,0.62,0.32,0.8,2,0.635,P2,Team_C,Medium,3
5686,Low,0.3,0.57,4,0.83,0.9,0.53,1,0.296,P3,Team_B,Low,1
5687,Medium,0.6,0.63,4,0.72,0.93,0.92,3,0.559,P2,Team_B,Medium,2
5688,Medium,0.6,0.53,2,0.75,0.62,0.91,5,0.418,P3,Team_A,Low,1
5689,High,0.9,0.32,4,0.78,0.61,0.83,3,0.668,P1,Team_C,High,6
5690,Medium,0.6,0.84,3,0.61,0.78,0.92,3,0.559,P2,Team_B,Medium,3
5691,High,0.9,0.43,1,0.85,0.98,0.64,0,0.596,P2,Team_A,Medium,3
5692,Medium,0.6,0.34,2,0.47,0.9,0.94,5,0.414,P3,Team_B,Low,1
5693,Low,0.3,0.82,3,0.78,0.74,0.32,2,0.387,P3,Team_C,Low,1
5694,Low,0.3,0.13,4,0.74,0.29,0.84,3,0.406,P3,Team_B,Low,1
5695,Low,0.3,0.37,3,0.52,0.88,0.62,3,0.287,P3,Team_B,Low,1
5696,Low,0.3,0.88,1,0.59,0.85,0.96,0,0.335,P3,Team_B,Low,1
5697,Medium,0.6,0.75,2,0.55,0.78,0.94,2,0.458,P2,Team_B,Medium,3
5698,Low,0.3,0.6,1,0.79,0.44,0.66,4,0.398,P3,Team_B,Low,1
5699,Medium,0.6,0.6,1,0.6,0.44,0.68,2,0.602,P2,Team_A,Medium,3
5700,Low,0.3,0.9,4,0.71,0.19,0.94,5,0.474,P2,Team_C,Medium,3
5701,Medium,0.6,0.4,3,0.38,0.73,0.85,6,0.516,P2,Team_C,Medium,2
5702,Medium,0.6,0.68,1,0.35,0.68,0.42,4,0.645,P2,Team_C,Medium,2
5703,High,0.9,0.51,3,0.55,0.76,0.87,2,0.658,P1,Team_B,High,4
5704,Medium,0.6,0.13,3,0.79,0.9,0.86,3,0.377,P3,Team_B,Low,1
5705,High,0.9,0.31,2,0.89,0.92,0.87,3,0.684,P1,Team_A,High,5
5706,Low,0.3,0.74,3,0.44,0.8,0.5,6,0.368,P3,Team_C,Low,1
5707,Medium,0.6,0.26,1,0.57,0.47,0.34,4,0.449,P2,Team_C,Medium,3
5708,Medium,0.6,0.75,3,0.79,0.64,0.77,3,0.544,P2,Team_C,Medium,3
5709,Low,0.3,0.25,4,0.73,0.7,0.39,0,0.379,P3,Team_C,Low,1
5710,High,0.9,0.62,1,0.91,0.4,0.75,4,0.821,P1,Team_A,High,5
5711,Medium,0.6,0.62,4,0.88,0.52,0.94,2,0.519,P2,Team_C,Medium,3
5712,Low,0.3,0.14,1,0.59,0.71,0.5,6,0.25,P3,Team_B,Low,1
5713,Medium,0.6,0.61,3,0.82,0.84,0.86,1,0.574,P2,Team_B,Medium,2
5714,High,0.9,0.48,4,0.58,0.76,0.45,5,0.652,P1,Team_B,High,6
5715,Medium,0.6,0.96,2,0.86,0.93,0.71,3,0.571,P2,Team_B,Medium,3
5716,Medium,0.6,0.77,4,0.74,0.7,0.95,6,0.573,P2,Team_C,Medium,2
5717,Medium,0.6,0.7,3,0.81,0.23,0.48,7,0.726,P1,Team_A,High,5
5718,High,0.9,0.48,2,0.85,0.26,0.66,3,0.737,P1,Team_A,High,4
5719,Low,0.3,0.15,2,0.73,0.92,0.43,2,0.389,P3,Team_C,Low,1
5720,Low,0.3,0.44,1,0.55,0.35,0.53,2,0.332,P3,Team_C,Low,1
5721,Low,0.3,0.27,4,0.81,0.49,0.96,1,0.256,P3,Team_B,Low,1
5722,High,0.9,0.23,1,0.82,0.78,0.33,2,0.588,P2,Team_A,Medium,3
5723,Medium,0.6,0.65,4,0.8,0.7,0.89,2,0.415,P3,Team_C,Low,1
5724,High,0.9,0.53,4,0.5,0.67,0.34,3,0.718,P1,Team_C,High,4
5725,Medium,0.6,0.54,1,0.53,0.89,0.95,2,0.368,P3,Team_B,Low,1
5726,Medium,0.6,0.15,1,0.81,0.59,0.35,1,0.475,P2,Team_A,Medium,2
5727,Medium,0.6,0.33,1,0.93,0.46,0.77,3,0.475,P2,Team_A,Medium,3
5728,High,0.9,0.47,2,0.83,0.79,0.32,1,0.668,P1,Team_A,High,6
5729,Medium,0.6,0.59,3,0.88,0.89,0.59,1,0.559,P2,Team_B,Medium,2
5730,High,0.9,0.78,1,0.64,0.78,0.83,0,0.711,P1,Team_B,High,6
5731,Low,0.3,0.54,4,0.83,0.68,0.61,4,0.403,P3,Team_C,Low,1
5732,Medium,0.6,0.35,1,0.74,0.35,0.8,2,0.508,P2,Team_C,Medium,3
5733,High,0.9,0.44,2,0.75,0.43,0.79,2,0.642,P2,Team_C,Medium,3
5734,Medium,0.6,0.66,2,0.47,0.81,0.67,1,0.511,P2,Team_B,Medium,2
5735,Medium,0.6,0.26,4,0.64,0.76,0.64,1,0.411,P3,Team_B,Low,1
5736,Medium,0.6,0.6,2,0.82,0.66,0.95,2,0.526,P2,Team_C,Medium,2
5737,Medium,0.6,0.26,2,0.95,0.69,0.74,3,0.412,P3,Team_A,Low,1
5738,High,0.9,0.23,2,0.85,0.35,0.93,4,0.584,P2,Team_A,Medium,2
5739,Low,0.3,0.62,4,0.62,0.76,0.4,2,0.325,P3,Team_B,Low,1
5740,Low,0.3,0.72,2,0.73,0.6,0.46,3,0.426,P2,Team_B,Medium,2
5741,Medium,0.6,0.66,2,0.97,0.37,0.85,6,0.592,P2,Team_C,Medium,2
5742,Medium,0.6,0.14,1,0.8,0.51,0.45,4,0.356,P3,Team_C,Low,1
5743,Medium,0.6,0.4,4,0.9,0.9,0.41,2,0.473,P2,Team_B,Medium,3
5744,High,0.9,0.77,3,0.96,0.77,0.32,3,0.778,P1,Team_A,High,5
5745,Low,0.3,0.06,3,0.93,0.77,0.6,5,0.259,P3,Team_B,Low,1
5746,Low,0.3,0.4,4,0.55,0.93,0.45,1,0.185,P3,Team_C,Low,1
5747,Low,0.3,0.62,4,0.65,0.45,0.99,3,0.347,P3,Team_C,Low,1
5748,Low,0.3,0.13,4,0.46,0.53,0.33,3,0.245,P3,Team_B,Low,1
5749,Medium,0.6,0.67,2,0.49,0.79,0.81,0,0.509,P2,Team_B,Medium,2
5750,Medium,0.6,0.25,1,0.57,0.42,0.77,2,0.446,P2,Team_C,Medium,2
5751,Low,0.3,0.48,4,0.55,0.37,0.7,3,0.294,P3,Team_B,Low,1
5752,High,0.9,0.51,3,0.71,0.82,0.94,0,0.535,P2,Team_B,Medium,3
5753,High,0.9,0.37,4,0.76,0.86,0.8,1,0.606,P2,Team_B,Medium,2
5754,Medium,0.6,0.53,1,0.61,0.77,0.73,2,0.438,P2,Team_B,Medium,3
5755,Medium,0.6,0.33,2,0.54,0.84,0.65,6,0.416,P3,Team_B,Low,1
5756,Medium,0.6,0.49,4,0.69,0.46,0.59,5,0.609,P2,Team_A,Medium,3
5757,Medium,0.6,0.63,2,0.7,0.75,0.62,3,0.644,P2,Team_B,Medium,3
5758,Low,0.3,0.63,3,0.71,0.65,0.41,6,0.42,P3,Team_B,Low,1
5759,Low,0.3,0.73,1,0.74,0.43,0.38,2,0.377,P3,Team_B,Low,1
5760,Low,0.3,0.09,3,0.7,0.8,0.38,1,0.255,P3,Team_C,Low,1
5761,Medium,0.6,0.72,3,0.84,0.57,0.34,5,0.653,P1,Team_C,High,4
5762,Low,0.3,0.53,2,0.91,0.68,0.44,3,0.417,P3,Team_B,Low,1
5763,Low,0.3,0.09,1,0.79,0.33,0.73,1,0.248,P3,Team_B,Low,1
5764,Medium,0.6,0.56,3,0.9,0.67,0.56,4,0.435,P2,Team_C,Medium,3
5765,Medium,0.6,0.11,3,0.95,0.61,0.9,3,0.411,P3,Team_C,Low,1
5766,High,0.9,0.77,4,0.76,0.68,0.73,2,0.713,P1,Team_C,High,6
5767,Low,0.3,0.68,2,0.63,0.93,0.51,4,0.521,P2,Team_C,Medium,2
5768,Medium,0.6,0.79,2,0.71,0.8,0.48,1,0.571,P2,Team_B,Medium,2
5769,Low,0.3,0.87,1,0.56,0.5,0.45,3,0.511,P2,Team_C,Medium,3
5770,Low,0.3,0.36,4,0.61,0.38,0.58,2,0.349,P3,Team_C,Low,1
5771,High,0.9,0.6,2,0.86,0.9,0.86,2,0.715,P1,Team_A,High,6
5772,Low,0.3,0.29,1,0.55,0.93,0.58,2,0.248,P3,Team_B,Low,1
5773,Low,0.3,0.23,4,0.94,0.73,0.42,2,0.273,P3,Team_C,Low,1
5774,Medium,0.6,0.37,2,0.8,0.83,0.35,2,0.525,P2,Team_B,Medium,3
5775,Low,0.3,0.59,4,0.91,0.63,0.45,3,0.512,P2,Team_C,Medium,2
5776,Medium,0.6,0.5,2,0.72,0.38,0.31,0,0.583,P2,Team_C,Medium,2
5777,Low,0.3,0.63,3,0.83,0.55,0.53,5,0.412,P3,Team_B,Low,1
5778,Medium,0.6,0.12,1,0.76,0.67,0.46,4,0.483,P2,Team_C,Medium,2
5779,High,0.9,0.45,3,0.46,0.54,0.66,7,0.764,P1,Team_C,High,4
5780,Low,0.3,0.63,3,0.78,0.87,0.69,3,0.373,P3,Team_C,Low,1
5781,High,0.9,0.43,2,0.8,0.64,0.89,5,0.681,P1,Team_A,High,6
5782,High,0.9,0.17,2,0.96,0.72,0.67,1,0.594,P2,Team_A,Medium,3
5783,Low,0.3,0.49,3,0.76,0.76,0.92,7,0.245,P3,Team_C,Low,1
5784,Low,0.3,0.87,4,0.66,0.32,0.49,2,0.394,P3,Team_C,Low,1
5785,Medium,0.6,0.53,3,0.46,0.62,0.87,4,0.495,P2,Team_A,Medium,3
5786,Medium,0.6,0.55,4,0.84,0.88,0.67,2,0.603,P2,Team_B,Medium,3
5787,Low,0.3,0.73,4,0.42,0.94,0.32,1,0.361,P3,Team_B,Low,1
5788,Medium,0.6,0.62,1,0.72,0.69,0.87,7,0.574,P2,Team_A,Medium,2
5789,Medium,0.6,0.76,3,0.68,0.54,0.3,1,0.529,P2,Team_A,Medium,2
5790,Low,0.3,0.11,4,0.7,0.94,0.53,4,0.184,P3,Team_B,Low,1
5791,High,0.9,0.42,1,0.55,0.84,0.37,2,0.709,P1,Team_B,High,4
5792,High,0.9,0.29,1,0.69,0.73,0.36,1,0.704,P1,Team_B,High,6
5793,Low,0.3,0.84,3,0.69,0.64,0.37,3,0.468,P2,Team_B,Medium,2
5794,Low,0.3,0.3,2,0.88,0.9,0.66,4,0.284,P3,Team_B,Low,1
5795,Medium,0.6,0.62,3,0.48,0.71,0.55,1,0.57,P2,Team_A,Medium,2
5796,Low,0.3,0.43,4,0.7,0.35,0.45,3,0.349,P3,Team_B,Low,1
5797,Medium,0.6,0.63,2,0.73,0.77,0.47,0,0.486,P2,Team_B,Medium,3
5798,Low,0.3,0.64,1,0.77,0.59,0.97,4,0.444,P2,Team_C,Medium,3
5799,Low,0.3,0.53,3,0.71,0.78,0.49,4,0.3,P3,Team_C,Low,1
5800,High,0.9,0.23,4,0.49,0.91,0.48,1,0.698,P1,Team_B,High,4
5801,Medium,0.6,0.43,3,0.68,0.73,0.48,4,0.437,P2,Team_A,Medium,3
5802,High,0.9,0.92,1,0.74,0.9,0.33,2,0.64,P2,Team_B,Medium,2
5803,Low,0.3,0.7,4,0.68,0.65,0.74,3,0.383,P3,Team_B,Low,1
5804,Medium,0.6,0.71,4,0.35,0.62,0.92,1,0.544,P2,Team_C,Medium,2
5805,High,0.9,0.27,3,0.79,0.66,0.87,3,0.656,P1,Team_C,High,4
5806,Low,0.3,0.96,2,0.69,0.82,0.98,1,0.399,P3,Team_C,Low,1
5807,Medium,0.6,0.29,4,0.94,0.41,0.55,2,0.501,P2,Team_A,Medium,3
5808,Medium,0.6,0.74,1,0.67,0.69,0.44,5,0.567,P2,Team_C,Medium,2
5809,High,0.9,0.57,4,0.84,0.52,0.82,3,0.667,P1,Team_A,High,5
5810,Medium,0.6,0.73,2,0.63,0.48,0.33,3,0.638,P2,Team_A,Medium,2
5811,Medium,0.6,0.16,3,0.69,0.89,0.74,1,0.382,P3,Team_B,Low,1
5812,Medium,0.6,0.12,1,0.71,0.91,0.75,1,0.303,P3,Team_B,Low,1
5813,Medium,0.6,0.14,2,0.66,0.87,0.72,3,0.436,P2,Team_B,Medium,2
5814,Medium,0.6,0.02,2,0.9,0.89,0.97,3,0.355,P3,Team_B,Low,1
5815,High,0.9,0.38,1,0.77,0.68,0.85,4,0.594,P2,Team_C,Medium,3
5816,High,0.9,0.25,1,0.85,0.93,0.82,3,0.557,P2,Team_A,Medium,3
5817,Medium,0.6,0.33,4,0.89,0.94,0.69,4,0.382,P3,Team_B,Low,1
5818,Medium,0.6,0.62,4,0.74,0.44,0.34,3,0.5,P2,Team_C,Medium,2
5819,Medium,0.6,0.7,3,0.58,0.74,0.7,1,0.565,P2,Team_C,Medium,3
5820,Low,0.3,0.24,2,0.61,0.85,0.39,3,0.239,P3,Team_B,Low,1
5821,High,0.9,0.76,2,0.78,0.86,0.62,4,0.731,P1,Team_B,High,4
5822,Low,0.3,0.57,2,0.46,0.51,0.54,4,0.349,P3,Team_C,Low,1
5823,Low,0.3,0.42,4,0.74,0.54,0.62,4,0.352,P3,Team_C,Low,1
5824,High,0.9,0.39,2,0.44,0.85,0.41,1,0.692,P1,Team_B,High,6
5825,Medium,0.6,0.46,3,0.59,0.81,0.4,2,0.466,P2,Team_B,Medium,2
5826,Low,0.3,0.31,3,0.73,0.5,0.93,6,0.235,P3,Team_B,Low,1
5827,High,0.9,0.47,4,0.95,0.99,0.66,2,0.625,P2,Team_A,Medium,3
5828,Low,0.3,0.18,3,0.9,0.93,0.37,6,0.23,P3,Team_C,Low,1
5829,High,0.9,0.46,2,0.97,0.86,0.84,2,0.734,P1,Team_A,High,5
5830,Low,0.3,0.28,4,0.93,0.78,0.56,5,0.284,P3,Team_B,Low,1
5831,High,0.9,0.45,3,0.79,0.75,0.84,6,0.66,P1,Team_B,High,6
5832,Low,0.3,0.38,4,0.68,0.8,0.59,1,0.272,P3,Team_B,Low,1
5833,Medium,0.6,0.45,2,0.76,0.49,0.42,0,0.578,P2,Team_A,Medium,3
5834,High,0.9,0.29,4,0.29,0.66,0.7,2,0.648,P2,Team_C,Medium,2
5835,Medium,0.6,0.12,1,0.87,0.53,0.86,4,0.432,P2,Team_C,Medium,3
5836,Medium,0.6,0.65,1,0.61,0.74,0.56,1,0.586,P2,Team_A,Medium,2
5837,High,0.9,0.62,4,0.45,0.82,0.4,2,0.734,P1,Team_B,High,5
5838,Low,0.3,0.43,4,0.96,0.47,0.8,3,0.247,P3,Team_B,Low,1
5839,Low,0.3,0.54,1,0.85,0.44,0.83,1,0.359,P3,Team_C,Low,1
5840,Medium,0.6,0.34,4,0.9,0.9,0.82,0,0.362,P3,Team_B,Low,1
5841,Medium,0.6,0.63,4,0.46,0.55,0.7,2,0.498,P2,Team_C,Medium,3
5842,Low,0.3,0.41,3,0.88,0.76,0.45,7,0.302,P3,Team_B,Low,1
5843,Medium,0.6,0.82,4,0.67,0.85,0.52,4,0.557,P2,Team_B,Medium,3
5844,Low,0.3,0.94,4,0.97,0.87,0.44,0,0.523,P2,Team_B,Medium,3
5845,Medium,0.6,0.6,4,0.71,0.54,0.3,3,0.599,P2,Team_A,Medium,3
5846,Medium,0.6,0.27,2,0.58,0.73,0.35,2,0.448,P2,Team_C,Medium,2
5847,Low,0.3,0.8,4,0.99,0.83,0.44,3,0.411,P3,Team_C,Low,1
5848,Medium,0.6,0.39,3,0.63,0.65,0.5,3,0.414,P3,Team_C,Low,1
5849,Low,0.3,0.93,4,0.36,0.78,0.99,4,0.303,P3,Team_C,Low,1
5850,Low,0.3,0.33,2,0.89,0.93,0.4,5,0.315,P3,Team_C,Low,1
5851,Low,0.3,0.63,3,0.78,0.5,0.36,5,0.46,P2,Team_B,Medium,2
5852,Medium,0.6,0.98,2,0.56,0.52,0.95,2,0.602,P2,Team_C,Medium,3
5853,Low,0.3,0.85,1,0.16,0.61,0.75,4,0.392,P3,Team_C,Low,1
5854,Low,0.3,0.51,3,0.81,0.69,0.62,1,0.343,P3,Team_B,Low,1
5855,High,0.9,0.14,1,0.85,0.96,0.87,6,0.593,P2,Team_A,Medium,3
5856,Medium,0.6,0.11,2,0.79,0.9,0.43,3,0.442,P2,Team_B,Medium,2
